time [s],q1 [rad],q2 [rad],q1dot [rad/s],q2dot [rad/s],q1ddot [rad/s^2],q2ddot [rad/s^2],u1 [Nm],u2 [Nm]
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,-20.000000
0.050000,0.245096,-1.115237,5.277180,-28.779537,-82.112973,40.009942,18.784846,-18.784846
0.100000,0.355607,-2.904528,-1.614694,-38.359296,-175.876691,-278.443650,15.780846,-15.780846
0.150000,0.370897,-4.899820,5.411839,-35.457445,198.200825,-238.221156,11.323029,-11.323029
0.200000,0.839406,-6.569868,10.115784,-38.891394,-271.645143,1019.986305,5.878921,-5.878921
0.250000,1.211512,-8.683740,2.440957,-19.403950,-71.868407,165.687745,0.000000,-0.000000
0.300000,1.142660,-8.242621,0.173892,-9.449591,-18.180436,237.450442,-5.733770,5.733770
0.350000,1.300611,-9.555652,-0.244203,2.641649,-9.688000,256.850630,-10.770799,10.770799
0.400000,1.139074,-8.316887,-1.860345,13.432778,-61.524051,209.166465,-14.640577,14.640577
0.450000,1.062518,-8.209072,-7.543082,30.436083,-175.360327,621.066837,-16.997232,16.997232
0.500000,0.381098,-5.565770,-10.590540,41.341442,197.913625,-755.509272,-17.649938,17.649938
0.550000,-0.032318,-3.586690,-4.507883,36.972889,70.337405,170.684199,-16.577568,16.577568
0.600000,-0.384771,-1.274324,-13.498461,56.386688,-324.729280,1037.096745,-13.926548,13.926548
0.650000,-1.233918,1.766819,-11.189191,36.738566,156.651278,-459.564481,-9.992538,9.992538
0.700000,-1.672679,3.027997,-5.824834,28.064536,-14.308953,-130.628286,-5.188130,5.188130
0.750000,-1.754450,4.773672,-7.668291,26.031402,-16.105645,-40.921819,-0.000000,0.000000
0.800000,-2.440769,5.846144,-6.374387,15.768753,95.114986,-392.315342,5.060034,-5.060034
0.850000,-2.328580,5.307863,-0.576811,-9.551867,87.832025,-448.456595,9.505197,-9.505197
0.900000,-2.497614,5.017876,0.736614,-20.095626,-34.654947,-134.564712,12.920264,-12.920264
0.950000,-2.464908,3.776834,-4.261164,-28.765433,-154.060979,-364.531544,15.000004,-15.000004
1.000000,-2.680869,2.004628,2.481318,-29.350792,244.590957,-133.000812,15.576016,-15.576016
1.050000,-2.271748,-0.348406,14.147085,-60.986905,-300.075823,1201.033302,14.629653,-14.629653
1.100000,-1.615510,-2.452742,4.115347,-36.272078,-176.778479,-188.195891,12.290135,-12.290135
1.150000,-1.625727,-4.705366,8.030270,-35.332391,185.711066,-187.627338,8.818384,-8.818384
1.200000,-0.893008,-7.450939,14.426147,-41.052001,-310.623849,1362.659845,4.578508,-4.578508
1.250000,-0.291838,-7.590967,9.012169,-11.700348,3.691614,394.888933,0.000000,-0.000000
1.300000,0.188431,-7.741579,9.112759,4.556609,-40.014247,318.196076,-4.465465,4.465465
1.350000,0.518098,-7.909268,4.007956,21.255226,-174.627288,389.749763,-8.388307,8.388307
1.400000,0.509273,-6.400683,-3.264231,38.280926,162.042205,-649.739070,-11.402093,11.402093
1.450000,0.504694,-4.697508,4.459565,28.480538,169.034000,24.253867,-13.237457,13.237457
1.500000,0.904701,-3.077389,8.599954,32.965545,-235.169106,-124.372284,-13.745786,13.745786
1.550000,1.025173,-1.190318,-5.123980,42.205325,-258.135113,601.376747,-12.910623,12.910623
1.600000,0.558654,1.130562,-6.755726,34.559683,178.792805,-466.876369,-10.846006,10.846006
