time [s],q1 [rad],q2 [rad],q1dot [rad/s],q2dot [rad/s],q1ddot [rad/s^2],q2ddot [rad/s^2],u1 [Nm],u2 [Nm]
11.000000,0.041783,-0.351859,0.599881,-3.872588,-2.577778,16.633157,1.278557,-1.278557
11.100000,0.096540,-0.583738,0.318920,-1.675791,-2.926229,19.372456,1.008836,-1.008836
11.200000,0.108108,-0.616339,-0.022237,0.691314,-3.710776,22.905705,0.375827,-0.375827
11.300000,0.078176,-0.414077,-0.488690,3.176046,-4.501536,22.089436,-0.366548,0.366548
11.400000,0.016292,-0.074495,-0.707020,3.944728,-0.415781,-2.249376,-0.935941,0.935941
11.500000,-0.061505,0.280759,-0.685766,3.025960,2.464573,-14.754143,-1.128323,1.128323
11.600000,-0.116928,0.509087,-0.351107,1.208445,3.507010,-19.076417,-0.890294,0.890294
11.700000,-0.133788,0.549582,0.014141,-0.678174,4.218280,-21.296319,-0.331666,0.331666
11.800000,-0.096957,0.402951,0.475955,-2.632489,4.220192,-16.838603,0.323477,-0.323477
11.900000,-0.037487,0.043829,0.697475,-3.222730,0.792834,2.112345,0.825965,-0.825965
12.000000,0.031173,-0.270699,0.703080,-2.731753,-1.747755,13.946402,0.995741,-0.995741
12.100000,0.087210,-0.434560,0.488786,-1.102642,-2.667115,18.804257,0.785682,-0.785682
12.200000,0.115018,-0.519774,0.091053,0.767927,-4.217721,20.955383,0.292694,-0.292694
12.300000,0.110265,-0.287334,-0.347933,2.443890,-4.026918,12.987637,-0.285468,0.285468
12.400000,0.055547,-0.022982,-0.546887,2.837916,-1.157992,-2.047127,-0.728911,0.728911
12.500000,-0.003260,0.235785,-0.652039,2.146851,0.884905,-11.776111,-0.878739,0.878739
12.600000,-0.052197,0.406278,-0.436549,1.008966,2.326968,-15.136890,-0.693362,0.693362
12.700000,-0.079071,0.441327,-0.149044,-0.702465,3.036901,-18.114723,-0.258302,0.258302
12.800000,-0.082130,0.282085,0.195814,-2.110957,3.482763,-11.544489,0.251924,-0.251924
12.900000,-0.055724,0.019978,0.412913,-2.690896,0.989707,1.565791,0.643262,-0.643262
13.000000,-0.007212,-0.227698,0.395219,-2.136402,-0.633227,9.425456,0.775484,-0.775484
13.100000,0.032171,-0.403310,0.313650,-0.754386,-1.725153,12.821233,0.611890,-0.611890
13.200000,0.051258,-0.407100,0.113390,0.624559,-2.570383,16.353238,0.227951,-0.227951
13.300000,0.050163,-0.231182,-0.148651,1.865132,-2.232089,9.932613,-0.222322,0.222322
13.400000,0.027799,-0.022069,-0.339635,2.467209,-0.672624,-1.104314,-0.567677,0.567677
13.500000,-0.005842,0.183892,-0.279374,1.812267,0.640911,-8.307373,-0.684362,0.684362
13.600000,-0.030252,0.337168,-0.191791,0.824844,1.497895,-13.729001,-0.539991,0.539991
13.700000,-0.041920,0.320833,-0.010216,-0.582444,2.112895,-13.919385,-0.201166,0.201166
13.800000,-0.032600,0.215216,0.200081,-1.848441,1.940836,-8.584575,0.196199,-0.196199
13.900000,-0.006252,0.022213,0.300465,-1.923181,0.342148,0.840387,0.500973,-0.500973
14.000000,0.025426,-0.179988,0.264981,-1.747055,-1.012915,7.624264,0.603948,-0.603948
14.100000,0.042205,-0.295272,0.129874,-0.665045,-1.786080,10.341641,0.476540,-0.476540
14.200000,0.047658,-0.297637,-0.046666,0.474646,-2.130256,12.172273,0.177528,-0.177528
14.300000,0.033626,-0.174073,-0.227910,1.370289,-1.520282,7.453229,-0.173145,0.173145
14.400000,0.005201,-0.019409,-0.336880,1.731676,-0.244769,-0.623017,-0.442107,0.442107
14.500000,-0.029824,0.157430,-0.298375,1.538850,1.020236,-7.165686,-0.532982,0.532982
14.600000,-0.051620,0.232550,-0.174365,0.560838,1.839169,-10.337353,-0.420545,0.420545
14.700000,-0.052435,0.243901,0.033539,-0.426363,2.070098,-9.215950,-0.156668,0.156668
14.800000,-0.042726,0.171606,0.235243,-1.286669,1.711133,-6.250956,0.152800,-0.152800
14.900000,-0.015028,0.012714,0.318001,-1.573369,0.450206,0.496405,0.390158,-0.390158
15.000000,0.017881,-0.123951,0.328497,-1.223947,-0.701871,6.044229,0.470355,-0.470355
15.100000,0.046901,-0.214280,0.177498,-0.461918,-1.468719,9.657273,0.371130,-0.371130
15.200000,0.054975,-0.222210,0.018834,0.403045,-2.038076,9.063917,0.138259,-0.138259
15.300000,0.048126,-0.139412,-0.170522,1.233365,-1.508494,5.079981,-0.134845,0.134845
15.400000,0.022585,-0.006535,-0.292494,1.433942,-0.624061,-0.489724,-0.344313,0.344313
15.500000,-0.003708,0.110354,-0.279140,1.136683,0.398287,-5.367543,-0.415087,0.415087
15.600000,-0.027891,0.190351,-0.208938,0.398539,1.144256,-7.651924,-0.327521,0.327521
15.700000,-0.042423,0.182440,-0.053609,-0.410673,1.586524,-7.248493,-0.122013,0.122013
15.800000,-0.039185,0.134733,0.093942,-1.046908,1.273680,-4.471304,0.119001,-0.119001
15.900000,-0.023533,0.006467,0.210724,-1.272652,0.500953,0.434807,0.303855,-0.303855
16.000000,-0.001405,-0.110834,0.224558,-1.042025,-0.292330,4.304745,0.366313,-0.366313
16.100000,0.015903,-0.170864,0.143972,-0.403552,-0.861594,7.533878,0.289036,-0.289036
16.200000,0.024243,-0.190901,0.034859,0.359730,-1.121742,6.826583,0.107676,-0.107676
16.300000,0.022860,-0.105704,-0.073192,1.008319,-0.932593,4.216661,-0.105018,0.105018
16.400000,0.012728,-0.007913,-0.154980,1.110958,-0.378541,-0.345472,-0.268152,0.268152
16.500000,-0.003803,0.091833,-0.156885,0.848324,0.348139,-4.321061,-0.323270,0.323270
16.600000,-0.014997,0.146791,-0.084734,0.303402,0.768714,-5.643632,-0.255074,0.255074
16.700000,-0.022337,0.170239,0.002143,-0.296779,0.905843,-5.993007,-0.095024,0.095024
16.800000,-0.017407,0.099188,0.098555,-0.813225,0.820271,-3.328898,0.092678,-0.092678
16.900000,-0.003600,0.008646,0.140643,-0.930081,0.201151,0.225336,0.236643,-0.236643
17.000000,0.010101,-0.074379,0.136611,-0.712674,-0.414526,3.427868,0.285285,-0.285285
17.100000,0.019618,-0.147788,0.063539,-0.280986,-0.817389,5.892107,0.225102,-0.225102
17.200000,0.023872,-0.145359,-0.024660,0.270396,-0.923261,5.277805,0.083858,-0.083858
17.300000,0.017487,-0.080779,-0.099129,0.751826,-0.716237,3.062562,-0.081788,0.081788
17.400000,0.002663,-0.008165,-0.167713,0.906970,-0.162492,-0.178582,-0.208837,0.208837
17.500000,-0.013098,0.073480,-0.132516,0.640440,0.455182,-2.917816,-0.251763,0.251763
17.600000,-0.025019,0.122690,-0.070840,0.267961,0.819599,-4.734999,-0.198652,0.198652
17.700000,-0.025428,0.124352,0.017314,-0.240541,0.881705,-4.324314,-0.074005,0.074005
17.800000,-0.020672,0.071829,0.099417,-0.662936,0.771303,-2.487729,0.072178,-0.072178
17.900000,-0.006854,0.005270,0.143305,-0.746032,0.225121,0.187101,0.184298,-0.184298
18.000000,0.007277,-0.065617,0.129998,-0.569882,-0.327735,2.958998,0.222180,-0.222180
18.100000,0.020231,-0.114250,0.094359,-0.208254,-0.681181,4.317419,0.175309,-0.175309
18.200000,0.025764,-0.109875,0.007335,0.207305,-0.854969,3.984643,0.065309,-0.065309
18.300000,0.019362,-0.062096,-0.069336,0.550429,-0.691211,2.581668,-0.063696,0.063696
18.400000,0.010084,-0.003183,-0.131182,0.689624,-0.247086,-0.208609,-0.162642,0.162642
18.500000,-0.001854,0.056232,-0.137980,0.546783,0.222772,-2.299803,-0.196073,0.196073
18.600000,-0.013100,0.085661,-0.086016,0.181293,0.585774,-3.528153,-0.154710,0.154710
18.700000,-0.020105,0.096721,-0.021865,-0.202828,0.755579,-3.587015,-0.057635,0.057635
18.800000,-0.016162,0.059259,0.047326,-0.532469,0.602051,-1.948341,0.056212,-0.056212
18.900000,-0.009691,0.002620,0.099365,-0.572931,0.271266,0.162307,0.143531,-0.143531
19.000000,-0.000025,-0.046246,0.089431,-0.414736,-0.142790,2.190353,0.173034,-0.173034
19.100000,0.007664,-0.091506,0.067431,-0.173770,-0.481619,3.274194,0.136531,-0.136531
19.200000,0.011238,-0.083451,0.012841,0.156532,-0.581746,3.153454,0.050863,-0.050863
19.300000,0.010589,-0.052472,-0.042165,0.425702,-0.460677,1.920762,-0.049607,0.049607
19.400000,0.005404,-0.003801,-0.078043,0.556297,-0.158601,-0.131535,-0.126666,0.126666
19.500000,-0.002204,0.041490,-0.065199,0.448209,0.155579,-1.845624,-0.152702,0.152702
19.600000,-0.007349,0.076607,-0.041238,0.155583,0.390182,-3.178572,-0.120488,0.120488
19.700000,-0.009858,0.078318,0.001598,-0.138204,0.512100,-2.754267,-0.044886,0.044886
19.800000,-0.007863,0.047003,0.042072,-0.409213,0.387316,-1.599929,0.043778,-0.043778
19.900000,-0.001777,0.004450,0.074081,-0.473733,0.101906,0.097224,0.111782,-0.111782
20.000000,0.004733,-0.041672,0.058190,-0.330106,-0.190121,1.676523,0.000000,0.000000
